登録番号,状態,複本,受入日付,タイトル (巻・版),シリーズ,著者,出版者,出版年,ISBN,頁数,大きさ,定価,請求記号,資料区分,受入区分,受入価格,現在の配架,配架場所,一時配架,貸出区分,備考,貸出累計,タグ
266239,在架,,2020/8/31 0:00,人は、なぜ他人を許せないのか?,,中野信子　著,アスコム,2020.1,978-4-7762-1026-9,223p,18cm,1200円,491.37-ナ,図書,購入,1080,図書室,図書室,,一般貸出,,0,
266246,在架,,2020/8/31 0:00,フラジャイル = FRAGILE　7,アフタヌーンKC　1492,草水敏　原作,講談社,2016.1,978-4-06-388192-9,186p,19cm,600円,726.1-ク-7,図書,購入,540,図書室,図書室,,一般貸出,,0,
266253,在架,,2020/8/31 0:00,フラジャイル = FRAGILE　8,アフタヌーンKC　1543,草水敏　原作,講談社,2017.3,978-4-06-388243-8,197p,19cm,600円,726.1-ク-8,図書,購入,540,図書室,図書室,,一般貸出,,0,
266260,貸出中,,2020/8/31 0:00,キタミ式イラストIT塾ITパスポート　令和02年,情報処理技術者試験,きたみりゅうじ　著,技術評論社,2019.12,978-4-297-11019-2,487p,21cm,1880円,7.6,図書,購入,1692,図書室,図書室,,一般貸出,,2,
266475,在架,,2020/8/31 0:00,緋弾のアリア　30,MF文庫J　あ-05-41,赤松中学　著,KADOKAWA,2018.12,978-4-04-065387-7,293p,15cm,600円,913.6-ア-30,図書,購入,540,図書室,図書室,,一般貸出,,4,
266482,在架,,2020/8/31 0:00,緋弾のアリア　29,MF文庫J　あ-05-39,赤松中学　著,KADOKAWA,2018.8,978-4-04-065096-8,293p,15cm,600円,913.6-ア-29,図書,購入,540,図書室,図書室,,一般貸出,,4,
266499,在架,,2020/8/31 0:00,緋弾のアリア　28,MF文庫J　あ-05-38,赤松中学　著,KADOKAWA,2018.5,978-4-04-069863-2,289p,15cm,600円,913.6-ア-28,図書,購入,540,図書室,図書室,,一般貸出,,4,
266505,在架,,2020/8/31 0:00,緋弾のアリア　31,MF文庫J　あ-05-43,赤松中学　著,KADOKAWA,2019.6,978-4-04-065794-3,293p,15cm,620円,913.6-ア-31,図書,購入,558,図書室,図書室,,一般貸出,,4,
266512,在架,,2020/8/31 0:00,パラサイト　半地下の家族,,,,,4-9880211-4-9,,,,,DVD,購入,0,司書室,司書室,,貸出禁止,,0,
266529,在架,子,2019/9/10 0:00,ダンボ,,,,,4-9592417-7-2,,,,,DVD,購入,0,司書室,司書室,,貸出禁止,,0,
266536,在架,,2020/8/31 0:00,ＨＥＲＯＥＳ,,ヨシダ ナギ,ライツ社,,978-4-909044-14-3,127p,38cm,,740,図書,購入,0,図書室,図書室,,一般貸出,,0,
266543,在架,,2020/8/31 0:00,世界一やさしい!微生物図鑑,,鈴木智順　監修,新星出版社,2020.7,978-4-405-07311-1,159p,19cm,1200円,465,図書,購入,0,図書室,図書室,,一般貸出,,0,
266550,在架,,2020/8/31 0:00,アンサングシンデレラ　5,ゼノンコミックス,荒井ママレ　著,コアミックス,2020.7,978-4-86720-153-4,155p,19cm,580円,726-5,図書,購入,0,図書室,図書室,,一般貸出,,1,
266567,在架,,2020/8/31 0:00,チョコミント本,,うしくろ,昭文社,,978-4-398-14414-0,127p,19cm,,588.3,図書,購入,0,図書室,図書室,,一般貸出,,0,
266574,在架,,2020/8/31 0:00,きみはスゴイぜ!,,マシュー・サイド　著,飛鳥新社,2020.7,978-4-86410-759-4,197p,19cm,1300円,159,図書,購入,0,図書室,図書室,,一般貸出,,0,
266581,在架,,2020/8/31 0:00,地球46億年,ニュートン式超図解最強に面白い!!,川上 紳一,ニュートンプレス,2020.7,978-4-315-52251-8,125p,21cm,900円,450,図書,購入,0,図書室,図書室,,一般貸出,,0,
266598,在架,,2020/9/29 0:00,おとめ六法,,上谷さくら　著,KADOKAWA,2020.5,978-4-04-604779-3,206p,21cm,1400円,320-カ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266604,在架,,2020/9/29 0:00,友だちを助けるための国際人権法入門,,申 惠ニ,影書房,2020.04,978-4-87714-486-9,158p,22cm,1900,329.21,図書,購入,1710,図書室,図書室,,一般貸出,,0,
266611,在架,,2020/9/29 0:00,ショートカットキー時短ワザ大全 = ENCYCLOPEDIA OF KEYBOARD SHORTCUTS,,辻村司　著,SBクリエイティブ,2019.9,978-4-8156-0320-5,199p,21cm,1080円,7.63,図書,購入,972,図書室,図書室,,一般貸出,,0,
266697,在架,,2020/9/29 0:00,キングダム　１３,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-877611-9,207p,19cm,514,726.1-ハ-13,図書,購入,463,図書室,図書室,,一般貸出,,0,
266703,在架,,2020/9/29 0:00,キングダム　１４,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/2,4-08-877663-1,214p,19cm,514,726.1-ハ-14,図書,購入,463,図書室,図書室,,一般貸出,,0,
266710,在架,,2020/9/29 0:00,キングダム　１５,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-877715-8,208p,19cm,514,726.1-ハ-15,図書,購入,463,図書室,図書室,,一般貸出,,0,
266727,在架,,2020/9/29 0:00,キングダム　１６,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-877771-9,209p,19cm,514,726.1-ハ-16,図書,購入,463,図書室,図書室,,一般貸出,,0,
266734,在架,,2020/9/29 0:00,キングダム　１７,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-877819-7,209p,19cm,514,726.1-ハ-17,図書,購入,463,図書室,図書室,,一般貸出,,0,
266741,在架,,2020/9/29 0:00,キングダム　１８,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-877873-1,209p,19cm,514,726.1-ハ-18,図書,購入,463,図書室,図書室,,一般貸出,,0,
266758,在架,,2020/9/29 0:00,キングダム　１９,ヤングジャンプコミックス,原泰久　著,集英社,2015/11/21,4-08-879015-4,217p,19cm,514,726.1-ハ-19,図書,購入,463,図書室,図書室,,一般貸出,,0,
266833,在架,,2020/9/29 0:00,「考える技術」と「地頭力」がいっきに身につく東大思考,,西岡 壱誠,東洋経済新報社,,978-4-492-04671-5,276p,19cm,1500,141.5,図書,購入,1350,図書室,図書室,,一般貸出,,1,
266840,在架,,2020/9/29 0:00,渦,,大島真寿美　著,文藝春秋,2019.3,978-4-16-390987-5,361p,20cm,1850円,913.6-オ,図書,購入,1665,図書室,図書室,,一般貸出,,0,
266857,在架,,2020/9/29 0:00,アウア・エイジ = our age,,岡本学　著,講談社,2020.7,978-4-06-520839-7,140p,20cm,1400円,913.6-オ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266864,在架,,2020/9/29 0:00,赤い砂を蹴る,,石原燃　著,文藝春秋,2020.7,978-4-16-391236-3,158p,20cm,1400円,913.6-イ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266871,在架,,2020/9/29 0:00,発達障害で生まれてくれてありがとう―シングルマザーがわが子を東大に入れるまで,,菊地 ユキ　著,光文社,,978-4-334-95183-2,240p,19cm,1500,378-キ,図書,購入,1350,図書室,図書室,,一般貸出,,0,
266888,在架,,2020/9/29 0:00,33歳の決断で有名企業500社を育てた渋沢栄一の折れない心をつくる33の教え,,渋澤健　著,東洋経済新報社,2020.6,978-4-492-04663-0,263p,19cm,1600円,159-シ,図書,購入,1440,図書室,図書室,,一般貸出,,1,
266895,在架,,2020/9/29 0:00,雲を紡ぐ,,伊吹有喜　著,文藝春秋,2020.1,978-4-16-391131-1,360p,20cm,1750円,913.6-イ,図書,購入,1575,図書室,図書室,,一般貸出,,0,
266970,在架,,2020/9/29 0:00,夏期限定トロピカルパフェ事件,創元推理文庫　Ｍ　よ　１－２,米澤穂信　著,東京創元社,2006/4/12,4-488-45102-0,246p,15cm,571,913.6-ヨ,図書,購入,514,図書室,図書室,,一般貸出,,0,
266987,在架,,2020/9/29 0:00,秋期限定栗きんとん事件　上,創元推理文庫　Ｍ　よ　１－５,米澤穂信　著,東京創元社,2009/2/28,4-488-45105-5,254p,15cm,580,913.6-ヨ-1,図書,購入,522,図書室,図書室,,一般貸出,,0,
266994,在架,,2020/9/29 0:00,秋期限定栗きんとん事件　下,創元推理文庫　Ｍ　よ　１－６,米澤穂信　著,東京創元社,2009/3/12,4-488-45106-3,242p,15cm,580,913.6-ヨ-3,図書,購入,522,図書室,図書室,,一般貸出,,0,
267007,在架,,2020/9/29 0:00,叫びと祈り,創元推理文庫　Ｍ　し　７－１,梓崎優　著,東京創元社,2013/11/29,4-488-43211-5,334p,15cm,720,913.6-シ,図書,購入,648,図書室,図書室,,一般貸出,,0,
267014,在架,,2020/9/29 0:00,荒神,新潮文庫　み　２２－３１,宮部みゆき　著,新潮社,2017/6/26,4-10-136941-0,685p,16cm,940,913.6-ミ,図書,購入,846,図書室,図書室,,一般貸出,,0,
267021,在架,,2020/9/29 0:00,泣き童子,角川文庫　み　２８－５３,宮部みゆき　著,ＫＡＤＯＫＡＷＡ,2016/6/18,4-04-103991-6,475p,15cm,760,913.6-ミ,図書,購入,684,図書室,図書室,,一般貸出,,0,
267038,在架,,2020/9/29 0:00,ねぐせのしくみ,,ヨシタケシンスケ　作,ブロンズ新社,2020.7,978-4-89309-675-3,1冊(ﾍﾟｰｼﾞ付なし),19×23cm,980円,726.6-ヨ,図書,購入,882,図書室,図書室,,一般貸出,,0,
266628,在架,,2020/9/29 0:00,大人気ＹｏｕＴｕｂｅｒ方式Ｅｘｃｅｌ　＆　Ｗｏｒｄの必須スキルが見るだけで身につく本,,金子 晃之,宝島社,2020.08,978-4-299-00754-4,223p,22cm,1400,7.63,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266635,在架,子,2020/9/29 0:00,ミライの授業,,瀧本哲史　著,講談社,2016/7/2,4-06-220017-1,261p,21cm,1500,159.7-タ,図書,購入,1350,図書室,図書室,,一般貸出,,0,
266642,在架,,2020/9/29 0:00,なるほどデザイン,,筒井美希　著,エムディエヌコーポレーション//インプレス,2015/7/31,4-8443-6517-7,269p,21cm,2000,757-ツ,図書,購入,1800,図書室,図書室,,一般貸出,,0,
266659,在架,,2020/9/29 0:00,発達障害のある子の社会性とコミュニケーションの支援,ハンディシリーズ発達障害支援・特別支援教育ナビ,藤野博　編著,金子書房,2016/8/12,4-7608-9547-7,100p,21cm,1300,378-フ,図書,購入,1170,図書室,図書室,,一般貸出,,0,
266666,在架,,2020/9/29 0:00,暮らしてみたい世界のかわいい街,,MdN編集部　編,エムディエヌコーポレーション,2019.9,978-4-8443-6886-1,159p,25cm,1800円,748-エ,図書,購入,1620,図書室,図書室,,一般貸出,,1,
266673,在架,,2020/9/29 0:00,フラジャイル = FRAGILE　17,,草水敏　原作,講談社,2019.1,978-4-06-518888-0,179p,19cm,630円,726.1-ク-17,図書,購入,567,図書室,図書室,,一般貸出,,0,
266680,在架,,2020/9/29 0:00,キングダム　１２,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/2,4-08-877563-5,215p,19cm,514,726.1-ハ-12,図書,購入,463,図書室,図書室,,一般貸出,,0,
266765,在架,,2020/9/29 0:00,キングダム　２０,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/3,4-08-879057-X,212p,19cm,514,726.1-ハ-20,図書,購入,463,図書室,図書室,,一般貸出,,0,
266772,在架,,2020/9/29 0:00,これからの男の子たちへ―「男らしさ」から自由になるためのレッスン,,太田 啓子,大月書店,,978-4-272-35047-6,262p,19cm,,367,図書,購入,0,図書室,図書室,,一般貸出,,0,
266789,在架,,2020/9/29 0:00,クソ女 (アマ) の美学,,ミン・ソヨン　著,ワニブックス,2020.5,978-4-8470-9909-0,239p,17cm,1400円,367.1-ミ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266796,在架,,2020/9/29 0:00,稚児桜,,澤田瞳子　著,淡交社,2019.12,978-4-473-04359-7,250p,20cm,1700円,913.6-サ,図書,購入,1530,図書室,図書室,,一般貸出,,0,
266802,在架,,2020/9/29 0:00,旅と刺繍と民族衣装,,東欧民芸クリコ　著,誠文堂新光社,2020.6,978-4-416-52001-7,239p,19cm,1800円,383.15,図書,購入,1620,図書室,図書室,,一般貸出,,0,
266819,在架,,2020/9/29 0:00,一人称単数,,村上春樹　著,文藝春秋,2020.7,978-4-16-391239-4,235p,20cm,1500円,913.6-ム,図書,購入,1350,図書室,図書室,,一般貸出,,0,
266826,在架,,2020/9/29 0:00,首里の馬,,高山羽根子　著,新潮社,2020.7,978-4-10-353381-8,158p,20cm,1250円,913.6-タ,図書,購入,1125,図書室,図書室,,一般貸出,,0,
266901,在架,,2020/9/29 0:00,いちねんかん,,畠中恵　著,新潮社,2020.7,978-4-10-450727-6,254p,20cm,1400円,913.6-ハ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266918,在架,親,2020/9/29 0:00,サキの忘れ物,,津村 記久子　著,新潮社,2020.06,978-4-10-331982-5,216p,20cm,,913.6-ツ,図書,購入,0,図書室,図書室,,一般貸出,,0,
266925,在架,,2020/9/29 0:00,まだ温かい鍋を抱いておやすみ,,彩瀬 まる　著,祥伝社,2020.05,978-4-396-63585-5,218p,20cm,,913.6-ア,図書,購入,0,図書室,図書室,,一般貸出,,0,
266932,在架,,2020/9/29 0:00,経営者の条件,ドラッカー名著集　１,Ｐ．Ｆ．ドラッカー　著,ダイヤモンド社,2006/11/11,4-478-30074-7,234p,20cm,1800,335.13-ト,図書,購入,1620,図書室,図書室,,一般貸出,,0,
266949,在架,,2020/9/29 0:00,文豪の悪態―皮肉・怒り・嘆きのスゴイ語彙力,,山口 謠司　著,朝日新聞出版,2020.05,978-4-02-331874-8, 271p,19cm,,910.26,図書,購入,0,図書室,図書室,,一般貸出,,0,
266956,在架,,2020/9/29 0:00,化粧劇場,,イガリシノブ　監修,池田書店,2020.4,978-4-262-16038-2,159p,19cm,1400円,595.5-イ,図書,購入,1260,図書室,図書室,,一般貸出,,0,
266963,在架,,2020/9/29 0:00,繊細すぎてしんどいあなたへ,岩波ジュニア新書　919,串崎真志　著,岩波書店,2020.5,978-4-00-500919-0,173p,18cm,800円,141.94-ク,図書,購入,720,図書室,図書室,,一般貸出,,0,
267045,在架,,2020/9/29 0:00,建物できるまで図鑑 = Picture book for the secret of Wooden House,,瀬川康秀　絵,エクスナレッジ,2018.12,978-4-7678-2581-6,113p,30cm,1800円,527-セ,図書,購入,1620,図書室,図書室,,一般貸出,,1,
267052,在架,,2020/9/29 0:00,自分ごとからはじめようＳＤＧｓ探求ワークブック,,保本正芳,ｎｏａ出版,2019.06,978-4-908434-37-2,,,,519,図書,購入,0,図書室,図書室,,一般貸出,,0,
267069,在架,,2020/9/29 0:00,リズムがみえる,,ミシェル　ウッド 絵,サウザンブックス社,2018.9,978-4-909125-08-8,1冊(ﾍﾟｰｼﾞ付なし),26×31cm,3000円,764.7-Ｗ,図書,購入,2700,図書室,図書室,,一般貸出,,0,
267076,在架,,2020/9/29 0:00,るるぶ地図でよくわかる世界の国大百科,,,JTBパブリッシング,2019.12,978-4-533-13646-7,111p,26cm,1400円,290,図書,購入,1260,図書室,図書室,,一般貸出,,1,
267083,在架,,2020/9/29 0:00,ナンシー,,オリヴィア・ジェイムス　著,DU BOOKS,2020.6,978-4-86647-121-1,143p,21×21cm,2800円,726.1-Ｊ,図書,購入,2520,図書室,図書室,,一般貸出,,0,
267090,在架,,2020/9/29 0:00,世界史大図鑑,,レグ・グラント　ほか 著,三省堂,2019.3,978-4-385-16238-6,352p,24cm,4200円,209-Ｇ,図書,購入,3780,図書室,図書室,,一般貸出,,1,
267106,在架,,2020/9/29 0:00,大阪市立十三市民病院がつくった新型コロナウイルス感染症（ＣＯＶＩＤ‐１９）対応ＢＯＯＫ,,大阪市立十三市民病院ＣＯＶＩＤ‐１９対策委員会【監修】/西口 幸雄/白石 訓/山本 紀子【編著】　編著,照林社,2020.08,978-4-7965-2495-7,81p,26cm,1000,498.6,図書,購入,900,図書室,図書室,,一般貸出,,0,
267182,在架,,2020/9/29 0:00,フラジャイル = FRAGILE　11,アフタヌーンKC,草水敏　原作,講談社,2018.3,978-4-06-510780-5,191p,19cm,600円,726.1-ク-11,図書,購入,540,図書室,図書室,,一般貸出,,0,
267199,在架,親,2020/9/29 0:00,緋弾のアリア　32,MF文庫J　あ-05-45,赤松中学　著,KADOKAWA,2019.12,978-4-04-064260-4,325p,15cm,640円,913.6-ア-32,図書,購入,576,図書室,図書室,,一般貸出,,3,
267205,在架,子,2020/9/29 0:00,緋弾のアリア　33,MF文庫J　あ-05-45,赤松中学　著,KADOKAWA,2019.12,978-4-04-064260-4,325p,15cm,640円,913.6-ア-33,図書,購入,576,図書室,図書室,,一般貸出,,3,
267212,在架,,2020/9/29 0:00,フラジャイル = FRAGILE　12,アフタヌーンKC,草水敏　原作,講談社,2018.8,978-4-06-512322-5,186p,19cm,630円,726.1-ク-12,図書,購入,567,図書室,図書室,,一般貸出,,0,
267229,在架,,2020/9/29 0:00,フラジャイル = FRAGILE　13,アフタヌーンKC,草水敏　原作,講談社,2019.1,978-4-06-514211-0,182p,19cm,630円,726.1-ク-13,図書,購入,567,図書室,図書室,,一般貸出,,0,
267236,在架,,2020/9/29 0:00,フラジャイル = FRAGILE　14,アフタヌーンKC,草水敏　原作,講談社,2019.5,978-4-06-515484-7,176p,19cm,630円,726.1-ク-14,図書,購入,567,図書室,図書室,,一般貸出,,0,
267311,在架,,2020/10/29 0:00,キングダム　２２,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/2,4-08-879141-X,217p,19cm,514,726.1-ハ-22,図書,購入,463,図書室,図書室,,一般貸出,,0,
267328,在架,,2020/10/29 0:00,キングダム　２１,ヤングジャンプコミックス,原泰久　著,集英社,2013/3/2,4-08-879101-0,209p,19cm,514,726.1-ハ-21,図書,購入,463,図書室,図書室,,一般貸出,,0,
267335,在架,,2020/10/29 0:00,ルーズヴェルト・ゲーム,講談社文庫　い　８５－１４,池井戸潤　著,講談社,2014/3/14,4-06-277795-9,497p,15cm,800,913.6-イ,図書,購入,720,図書室,図書室,,一般貸出,,0,
267342,在架,,2020/10/29 0:00,メンズファッションの解剖図鑑,,ＭＢ　著,エクスナレッジ,2016/12/2,4-7678-2238-6,143p,21cm,1600,593.3-エ,図書,購入,1440,図書室,図書室,,一般貸出,,0,
267359,在架,,2020/10/29 0:00,世界の神様解剖図鑑,,平藤喜久子　著,エクスナレッジ,2020.3,978-4-7678-2718-6,167p,21cm,1600円,164-ヒ,図書,購入,1440,図書室,図書室,,一般貸出,,3,
267366,在架,,2020/10/29 0:00,いくつになっても、「ずっとやりたかったこと」をやりなさい。,,ジュリア・キャメロン　著,サンマーク出版,2020.8,978-4-7631-3819-4,332p,21cm,1800円,159-Ｃ,図書,購入,1620,図書室,図書室,,一般貸出,,0,
267373,在架,子,2020/10/29 0:00,銀の匙（Ｓｉｌｖｅｒ　Ｓｐｏｏｎ）　１４,少年サンデーコミックス,荒川弘　著,小学館,2017/8/24,4-09-127720-9,186p,18cm,429,726.1-ア-14,図書,購入,386,図書室,図書室,,一般貸出,,1,
267380,在架,子,2020/10/29 0:00,銀の匙（Ｓｉｌｖｅｒ　Ｓｐｏｏｎ）　１３,少年サンデーコミックス,荒川弘　著,小学館,2015/9/5,4-09-126059-4,170p,18cm,429,726.1-ア-13,図書,購入,386,図書室,図書室,,一般貸出,,1,
267397,在架,子,2020/10/29 0:00,銀の匙（Ｓｉｌｖｅｒ　Ｓｐｏｏｎ）　１２,少年サンデーコミックス,荒川弘　著,小学館,2014/9/26,4-09-125088-2,186p,18cm,429,726.1-ア-12,図書,購入,386,図書室,図書室,,一般貸出,,1,
267403,在架,,2020/10/29 0:00,食べることと出すこと,シリーズケアをひらく,頭木弘樹　著,医学書院,2020.8,978-4-260-04288-8,316p,21cm,2000円,598.4-カ,図書,購入,1800,図書室,図書室,,一般貸出,,0,
267410,在架,,2020/10/29 0:00,日米同盟を考える,,浅海保　著,作品社,2020.8,978-4-86182-802-7,314p,20cm,2600円,319.53-ア,図書,購入,2340,図書室,図書室,,一般貸出,,0,
